country,countryname,party,abbrev,name,name_english,year_min,year_max,is_alliance,max_pervote,max_presvote
91,"Montenegro",91920,"BS","BoÅ¡njaÄka Stranka","Bosniak Party",2012,2020,0,4.1700001,
91,"Montenegro",91930,"SL","Srpska Lista","Serb list",2006,2006,1,14.68,
91,"Montenegro",91951,"SNR","Stranka Nacionalne Ravnopravnosti","Party of National Equality",1990,1990,0,,
91,"Montenegro",91952,"DSCG","Demokratski Savez u Crnoj Gori","Democratic League in Montenegro",1990,1990,0,,
91,"Montenegro",91953,"SDACG","Stranka Demokratske Akcije Crne Gore","Democratic Action Party of Montenegro",1996,1996,0,3.4619999,
91,"Montenegro",91959,"DK","Demokratska Koalicija","Democratic Coalition",1990,1990,1,10.464,
92,"Poland",92021,"LiD","Lewica i Demokraci","Left and Democrats",2007,2007,1,13.152,
92,"Poland",92022,"ZL","Zjednoczona Lewica","United Left",2015,2015,1,7.5463905,
92,"Poland",92023,"","Lewica","The Left",2019,2019,1,12.56,
92,"Poland",92040,"KO","Koalicja Obywatelska","Civic Coalition",2019,2019,1,27.396999,
92,"Poland",92050,"PSL","Koalicja Polska","Polish Coalition",2019,2019,1,8.5459995,
92,"Poland",92070,"KWiN","Konfederacja WolnoÅ›Ä‡ i NiepodlegÅ‚oÅ›Ä‡","Confederation Liberty and Independence",2019,2019,1,6.8049998,
92,"Poland",92210,"SLD","Sojusz Lewicy Demokratycznej","Democratic Left Alliance",1991,2011,1,27.132999,
92,"Poland",92211,"SD","Stronnictwo Demokratyczne","Democratic Party",1991,1991,0,,
92,"Poland",92212,"SLD-UP","Koalicja Sojuszu Lewicky Demokratycznej i Unii Pracy","Coalion of the Democratic Left Alliance and the Union of Labour",2001,2001,1,41.040001,
92,"Poland",92320,"NSZZ","NiezaleÅ¼ny SamorzÄ…dny ZwiÄ…zek Zawodowy â€˜SolidarnoÅ›Ä‡â€™","Independent Self-governing Trade Union â€˜Solidarityâ€™",1991,1991,0,4.7659998,
92,"Poland",92321,"SP","SolidarnoÅ›Ä‡ Pracy","Labour Solidarity",1991,1991,0,1.943,
92,"Poland",92322,"UP","Unia Pracy","Union of Labour",1993,1997,0,7.2849998,
92,"Poland",92410,"UD","Unia Demokratyczna","Democratic Union",1991,1993,0,11.626,
92,"Poland",92420,"KLD","Kongres Liberalno-Demokratyczny","Liberal-Democratic Congress",1991,1991,0,7.066,
92,"Poland",92431,"PPPP","Polska Partia PrzyjacioÅ‚ Piwa","Polish Beer-Lovers' Party",1991,1991,0,3.0880001,
92,"Poland",92432,"UPR","Unia Polityki Realnej","Union of Real Politics",1991,1991,0,2.128,
92,"Poland",92433,"PPG","Polski Program Gospodarczy (DuÅ¼e Piwo)","Polish Economic Program (Large Beer)",1991,1991,0,,
92,"Poland",92434,"UW","Unia WolnÃ³sci","Freedom Union",1997,1997,0,13.367,
92,"Poland",92435,"PO","Platforma Obywatelska","Civic Platform",2001,2015,0,41.512001,
92,"Poland",92436,"PiS","Prawo i SprawiedliwoÅ›Ä‡","Law and Justice",2001,2019,0,43.592999,
92,"Poland",92440,"RP","Ruch Palikota","Palikot's Movement",2011,2011,0,10.018,
92,"Poland",92450,".N",".Nowoczesna","Modern",2015,2015,0,7.6009998,
92,"Poland",92455,"","Wiosna","Spring",2019,2019,0,,
92,"Poland",92520,"ChDSP","ChrzeÅ›cijaÅ„sko-Demokratyczne Stronnictwo Pracy","Christian Democratic Labour Party",1991,1991,0,2.2309999,
92,"Poland",92521,"POC","Porozumienie Obywatelskie Centrum","Centre Citizensâ€™ Alliance",1991,1991,1,8.2209997,
92,"Poland",92522,"PChD","Partia ChrzeÅ›cijaÅ„skich DemokratÃ³w","Party of Christian Democrats",1991,1991,0,1.054,
92,"Poland",92523,"RdR","Ruch dla Rzeczpospolitej","Movement for the Republic",1991,1991,0,,
92,"Poland",92530,"WAK","Wyborcza Akcja Katolickia","Catholic Electoral Action",1991,1991,1,8.2460003,
92,"Poland",92620,"AWS","Akcja Wyborcza â€˜SolidarnoÅ›Ä‡'","Electoral Action â€˜Solidarity'",1997,1997,0,33.827,
92,"Poland",92621,"ROP","Ruch Odbudowy Polski","Movement for the Reconstruction of Poland",1997,1997,0,5.5549998,
92,"Poland",92622,"SRP","Samoobrona Rzeczypospolitej Polskiej","Self-Defence of the Polish Republic",2001,2005,0,11.414,
92,"Poland",92710,"KPN","Konfederacja Polski NiepodlegÅ‚ej","Confederation for an Independent Poland",1991,1993,0,7.0809999,
92,"Poland",92711,"PZZ","Polski ZwiÄ…zek Zachodni","Polish Western Union",1991,1991,0,.219,
92,"Poland",92712,"PX","Partia X","Party X",1991,1991,0,.44400001,
92,"Poland",92713,"LPR","Liga Polskich Rodzin","League of Polish Families",2001,2005,0,7.9689999,
92,"Poland",92720,"","Kukiz'15","Kukiz'15",2015,2015,0,8.809,
92,"Poland",92810,"PL","Porozumienie Ludowe","Peasant Accord",1991,1991,0,5.1620002,
92,"Poland",92811,"PSL","Polskie Stronnictwo Ludowe","Polish Peasants' Party",1991,2015,0,15.398,
92,"Poland",92901,"BBWR","Bezpartyjny Blok Wspierania Reform","Non-Party Bloc in Support of Reforms",1993,1993,0,5.4120002,
92,"Poland",92952,"RAÅš","Ruch Autonomii ÅšlÄ…ska","Movement for the Autonomy of Silesia",1991,1991,0,.33700001,
92,"Poland",92953,"MN","MniejszoÅ›Ä‡ Niemiecka","German Minority",1991,2019,0,1.1109999,
93,"Romania",93001,"PSD-PUR","Uniunea NaÅ£ionalÄƒ PSD+PUR","National Union PSR+PUR",2004,2004,1,36.799999,
93,"Romania",93002,"PSD-PC","AlianÅ£a PoliticÄƒ Partidul Social Democrat + Partidul Conservator","Social Democratic Party + Conservative Party Alliance",2008,2008,1,33.098999,
93,"Romania",93031,"USL","Uniunea Social LiberalÄƒ","Social Liberal Union",2012,2012,1,58.630001,
93,"Romania",93041,"ADA","AlianÅ£a Dreptate ÅŸi AdevÄƒr","Justice and Truth Alliance",2004,2004,1,31.5,
93,"Romania",93061,"ARD","AlianÅ£a RomÃ¢nia DreaptÄƒ","Right Romania Alliance",2012,2012,1,16.507999,
93,"Romania",93111,"MER","MiÅŸcarea EcologistÄƒ din RomÃ¢nia","Ecological Movement of Romania",1990,1990,0,2.618,
93,"Romania",93112,"PER","Partidul Ecologist RomÃ¢n","Romanian Ecological Party",1990,1990,0,1.694,
93,"Romania",93221,"PD-FSN","Partidul Democrat - Frontul SalvÄƒrii NaÅ£ionale","Democratic Party - National Salvation Front",1990,2000,0,66.313004,
93,"Romania",93222,"PSDR","Partidul Socialist Democratic RomÃ¢n","Romanian Socialist Democratic Party",1990,1990,0,1.046,
93,"Romania",93223,"PDSR","Polul Democrat-Social din RomÃ¢nia","Social Democratic Pole of Romania",1992,2016,0,45.476002,
93,"Romania",93320,"PSDR","Partidul Social Democrat RomÃ¢n","Romanian Social Democratic Party",1990,1990,0,.53299999,
93,"Romania",93322,"USD","Uniunea Social Democrat","Social Democratic Union",1996,1996,1,12.928,
93,"Romania",93411,"CDR","ConvenÅ£ia DemocratÄƒ RomÃ¢nia","Democratic Convention of Romania",1992,1996,1,30.169001,
93,"Romania",93420,"ALDE","AlianÈ›a Liberalilor È™i DemocraÈ›ilor","Alliance of Liberals and Democrats",2016,2016,0,5.625,
93,"Romania",93430,"PNL","Partidul NaÅ£ional Liberal","National Liberal Party",1990,2016,0,20.041,
93,"Romania",93440,"USR","Uniunea Salvati RomÃ¢nia","Save Romania Union",2016,2016,0,8.8710003,
93,"Romania",93521,"PNÅ¢CD","Partidul NaÅ£ional Å¢ÄƒrÄƒnesc CreÅŸtin ÅŸi Democrat","Christian Democratic National Peasantsâ€™ Party",1990,1990,0,2.563,
93,"Romania",93523,"PND","Partidul NaÅ£ional Democrat","National Democratic Party",1990,1990,0,,
93,"Romania",93524,"FDRT","Frontul Democrat RomÃ¢n din TimiÅŸoara","Romanian Democratic Front from Timisoara",1990,1990,1,,
93,"Romania",93529,"GDC","Grupul Democrat de Centru","Democratic Group of the Centre",1990,1990,1,.48100001,
93,"Romania",93530,"PDL","Partidul Democrat Liberal","Democratic Liberal Party",2008,2008,0,32.363998,
93,"Romania",93540,"PMP","Partidul MiÈ™carea PopularÄƒ","People's Movement Party",2016,2016,0,5.348,
93,"Romania",93711,"PUNR","Partidul UnitÃ£Å£ii NaÅ£iunii RomÃ¢ne","Romanian National Unity Party",1990,1996,0,7.717,
93,"Romania",93712,"PRM","Partidul RomÃ¢nia Mare","Greater Romania Party",1992,2004,0,19.485001,
93,"Romania",93713,"PSM","Partidul Socialist al Muncii","Socialist Labour Party",1992,1992,0,3.036,
93,"Romania",93714,"PR","Partidul Republican","Republican Party",1990,1990,0,,
93,"Romania",93719,"AUR","AlianÅ£a pentru Unitatea RomÃ¢nilor","Romanian Unity Alliance",1990,1990,1,2.122,
93,"Romania",93810,"PDAR","Partidul Democrat Agrar din RomÃ¢nia","Democratic Agrarian Party of Romania",1990,1992,0,2.9990001,
93,"Romania",93951,"UDMR/RMDSz","Uniunea DemocratÃ£ MaghiarÃ£ din RomÃ¢nia/ RomÃ¡niai Magyar Demokrata SzÃ¶vetsÃ©g","Hungarian Democratic Alliance of Romania",1990,2016,0,7.4569998,
93,"Romania",93981,"PP-DD","Partidul Poporului - Dan Dianconescu","People's Party - Dan Dianconescu",2012,2012,0,13.992,
94,"Russia",94221,"KPRF","Kommunisticheskaya Partiya Rossijskoi Federatsii","Communist Party ot the Russian Federation",1993,2011,0,24.775999,
94,"Russia",94222,"APR","Agrarnaya Partiya Rossii","Agrarian Party of Russia",1993,2003,0,7.9850001,
94,"Russia",94223,"ZR","Zhenshchiny Rossii","Women of Russia",1993,1995,0,8.1300001,
94,"Russia",94224,"DM","Dostoinstvoi i Miloserdie","Dignity and Charity",1993,1993,0,.69800001,
94,"Russia",94225,"VN","Vlast Narodu!","Power to the People!",1995,1995,0,1.6390001,
94,"Russia",94310,"Rodina","Rodina - Narodno-Patrioticheskij Soyuz","Motherland - People's Patriotic Union",2003,2003,1,9.1639996,
94,"Russia",94320,"RDDR","Rossijskoe Dvizheniye Demokraticheskikh Reform","Russian Movement for Democratic Reform",1993,1993,0,4.0770001,
94,"Russia",94321,"IBIR","Blok Ivana Rybkina","Ivan Rybkinâ€™s Bloc",1995,1995,0,1.133,
94,"Russia",94421,"DVR","Demokraticheskij Vybor Rossii","Russiaâ€™s Democratic Choice",1993,1995,0,15.515,
94,"Russia",94422,"Yabloko","Rossijskaya Obyedinyonnaya Demokraticheskaya Partiya â€˜Yabloko'","Russian United Democratic Party â€˜Yabloko'",1993,2003,1,7.8569999,
94,"Russia",94423,"PRES","Partiya Rossijskogo Edinstva I Soglasiya","Party of Russian Unity and Accord",1993,1993,0,6.7350001,
94,"Russia",94424,"NDR","Nash Dom - Rossiya","Our Home - Russia",1995,1999,0,10.325,
94,"Russia",94425,"VR","Vpered, Rossiya!","Forward, Russia!",1995,1995,0,1.979,
94,"Russia",94426,"PGL","Pamfilova - Gurov - V. Lysenko  Blok (Respublikanskaya Partija Rossii)","Pamfilova - Gurov - V. Lysenko Bloc (Republican Party of Russia)",1995,1995,0,1.63,
94,"Russia",94427,"DVR-OD","Demokraticheskij Vybor Rossii â€“ Obâ€™edinennye Demokraty","Russiaâ€™s Democratic Choice â€“ United Democrats",1995,1995,1,3.9389999,
94,"Russia",94620,"Yedinstvo","Mezhregionalâ€™noye Dvizhenie â€˜Edinstvo'","Inter-Regional Movement â€˜Unity'",1999,1999,0,23.785999,
94,"Russia",94621,"SPS","Soyuz Pravykh Sil","Union of Right Forces",1999,2003,0,8.6850004,
94,"Russia",94622,"OVR","Otechestvo - Vsya Rossiya","Fatherland - All Russia",1999,1999,0,13.594,
94,"Russia",94710,"BZ","Blok Zhirinovskogo","Zhirinovsky Bloc",1999,1999,1,6.0999999,
94,"Russia",94711,"LDPR","Liberalâ€™no Demokraticheskaya Partiya Rossii","Liberal Democratic Party of Russia",1993,2011,0,22.917999,
94,"Russia",94712,"DPR","Demokraticheskaya Partiya Rossii","Democratic Party of Russia",1993,1993,0,5.5250001,
94,"Russia",94713,"KRO","Kongress Russkikh Obshchin","Congress of Russian Communities",1995,1995,0,4.3899999,
94,"Russia",94901,"SR","Spravedlivaya Rossiya","Just Russia",2007,2011,0,13.456,
94,"Russia",94951,"ER","Edinaya Rossiya","United Russia",2003,2011,0,65.013,
95,"Serbia",95021,"SPS/JS","Ivica DaÄiÄ‡ â€“  SocijalistiÄka Partija Srbije, Jedinstvena Srbija â€“ Dragan MarkoviÄ‡ Palma","Ivica DaÄiÄ‡ â€“  Socialist Party of Serbia, United Serbia â€“ Dragan Markovic Palma",2012,2020,1,15.18,
95,"Serbia",95040,"ZES","Za Evropsku Srbiju","For a European Serbia Alliance",2008,2008,1,39.251999,
95,"Serbia",95041,"","Izbor za bolji Å¾ivot - Boris TadiÄ‡","Choice For a Better Life â€“ Boris TadiÄ‡",2012,2012,1,23.09,
95,"Serbia",95042,"","Preokret â€“ ÄŒedomir JovanoviÄ‡","Turnover â€“ ÄŒedomir JovanoviÄ‡",2012,2012,1,6.8299999,
95,"Serbia",95043,"LDP/LSV/SDS","Boris TadiÄ‡, ÄŒedomir JovanoviÄ‡ â€“ Savez za bolju Srbiju","Boris TadiÄ‡, ÄŒedomir JovanoviÄ‡ â€“ Alliance for a Better Serbia",2016,2016,1,5.1680002,
95,"Serbia",95044,"","Za pravednu Srbiju (DS, Nova, DSHV, ZZS)","For a just Serbia (DS, Nova, DSHV, ZZS)",2016,2016,1,6.2049999,
95,"Serbia",95045,"NDS-Z/LSV/ZZS/VMDK/ZZV/DLR","Nova demokratska stranka - ZelenÄ«/Liga socijaldemokrata Vojvodine/Zajedno za Srbiju/Demokratska zajednica vojvoÄ‘anskih MaÄ‘ara/Zajedno za Vojvodinu/Demokratska levica Roma","New Democratic Party-Greens/League of Social Democrats of Vojvodina/Together for Serbia/Democartic Fellowship of Vojvodina Hungarians/Together for Vojvodina/Democratic Left of Roma",2014,2014,1,5.8899999,
95,"Serbia",95060,"SPO/NS","Srpski Pokret Obnove/Nova Srbija","Serbian Renewal Movement/New Serbia",2003,2003,1,7.7620001,
95,"Serbia",95065,"DSS/NS","Demokratska Stranka Srbije/Nova Srbija","Democratic Party of Serbia/New Serbia",2007,2008,1,18.601999,
95,"Serbia",95066,"Dveri/DSS","Dveri â€“ DSS â€“ Sanda Raskovic Ivic â€“ Bosko Obradovic","Dveri â€“ DPS â€“ Sanda Raskovic Ivic â€“ Bosko Obradovic",2016,2016,1,5.1950002,
95,"Serbia",95070,"","Pokrenimo Srbiju - Tomislav Nikolic","Let's get Serbia moving - Tomislav Nikolic",2012,2012,1,25.16,
95,"Serbia",95071,"","Aleksandar VuÄiÄ‡  â€“ Srbija pobedjuje","Aleksandar Vucic â€“ Serbia wins",2014,2020,1,63.02,
95,"Serbia",95091,"KV","Koalicija Vojvodina","Vojvodina Coalition",1997,1997,1,2.8329999,
95,"Serbia",95093,"","Akademik Muamer ZukorliÄ‡ - Samo Pravo - Stranka pravde i pomirenja (SPP) - Demokratska partija Makedonaca (DPM)","Academician Muamer Zukorlic - Straight ahead - Party of Justice and Reconciliation (SPP) - Democratic Party of Macedonians (DPM)",2020,2020,1,1.038,
95,"Serbia",95100,"ZS","Zelena stranka","Green Party",2016,2016,0,.63,
95,"Serbia",95221,"SPS","SocijalistiÄka Partija Srbije","Socialist Party of Serbia",1990,2007,0,48.050999,
95,"Serbia",95222,"RDSV","Reformska Demokartska - Stranka Vojvodine","Reformist Democratic Party of Vojvodina",1990,1992,0,1.548,
95,"Serbia",95223,"JUL","Jugoslovenska Levica","Yugoslav Left",1997,1997,0,,
95,"Serbia",95229,"","Koalicija SocijalistiÄke Partije Srbije, Jugoslovenske Levice i Nove Demokratije","Coalition of Socialist Party of Serbia, Yugoslav Left and New Democracy",1997,1997,1,35.675999,
95,"Serbia",95420,"DEPOS","Demokratska Pokret Srbije","Democratic Movement of Serbia",1992,1993,1,17.934999,
95,"Serbia",95421,"GSS","GraÄ‘anski Savez Srbije","Civic Alliance of Serbia",1993,1993,0,,
95,"Serbia",95422,"ND","Nova Demokratija","New Democracy",1992,1997,0,,
95,"Serbia",95423,"DOS","Demokratska Opozicija Srbije","Democratic Opposition of Serbia",2000,2000,1,65.688004,
95,"Serbia",95430,"DS","Demokratska Stranka","Democratic Party",1990,2014,0,25.523001,
95,"Serbia",95431,"LDP","Liberalno-Demokratska Partija","Liberal Democratic Party",2007,2008,0,5.9699998,
95,"Serbia",95440,"DJB","Dosta je bilo â€“ Sasa Radulovic","Now itâ€™s enough â€“ Sasa Radulovic",2016,2016,0,6.2059999,
95,"Serbia",95450,"","G17 plus","G17plus",2003,2007,0,11.612,
95,"Serbia",95451,"URS","Ujedninjeni regioni Srbije â€“ MlaÄ‘an DinkiÄ‡","United Regions of Serbia â€“ MlaÄ‘an DinkiÄ‡",2012,2012,1,5.77,
95,"Serbia",95710,"SPO","Srpski Pokret Obnove","Serbian Renewal Movement",1990,1997,0,19.976,
95,"Serbia",95711,"SRS","Srpska Radikalna Stranka","Serbian Radical Party",1992,2016,0,32.137001,
95,"Serbia",95712,"DSS","Demokratska Stranka Srbije","Democratic Party of Serbia",1993,2014,0,17.958,
95,"Serbia",95720,"","Nijedan od ponudjenih odgovora","None-of-the-above",2012,2012,0,.58999997,
95,"Serbia",95730,"SPAS","Srpski patriotski savez","Serbian Partiotic Alliance",2020,2020,0,3.98,
95,"Serbia",95810,"SSS","SeljaÄka Stranka Srbije","Peasants Party of Serbia",1990,1992,0,2.8800001,
95,"Serbia",95901,"MK","Madjarska Koalicija","Hungarian Coalition",2008,2008,1,1.848,
95,"Serbia",95902,"VMSZ","VajdasÃ¡gi Magyar SzÃ¶vetsÃ©g","Alliance of Vojvodina Hungarians",2012,2020,0,2.319,
95,"Serbia",95903,"BDZ","BoÅ¡njaÄka demokratska zajednica SandÅ¾aka","Bosniak Democratic Community of Sandzak",2016,2016,0,.88700002,
95,"Serbia",95951,"DZVM","Demokratska Zajednica VojvoÄ‘anskih MaÄ‘ara","Democratic Community of Magyars of Vojvodina",1990,1993,0,3.1659999,
95,"Serbia",95952,"SDA","Stranka Demokratske Akcije","Party of Democratic Action",1990,2020,0,1.743,
95,"Serbia",95954,"KAP","Koalicija Albanskih Partija","Coalition of Albanian Parties",1993,1993,1,.71100003,
95,"Serbia",95955,"PVD/PDD","Partia pÃ«r veprim demokratik/Partija za Demokratsko Delovanje","Party for Democratic Activity",1993,2020,0,.699,
96,"Slovakia",96111,"SZ","Strana zelenÃ½ch Slovenska","Green Party of Slovakia",1990,1990,0,3.49,
96,"Slovakia",96210,"ZRS","Zdruzenie robotnÃ­kov Slovenska","Workersâ€™ Association of Slovakia",1994,1994,0,7.349,
96,"Slovakia",96220,"SDÄ¾","Strana demokratickej Ä¾avice","Party of the Democratic Left",1990,2002,0,14.702,
96,"Slovakia",96221,"SV","SpoloÄnÃ¡ VoÄ¾ba","Common Choice",1994,1994,1,10.416,
96,"Slovakia",96222,"KSS","KomunistickÃ¡ strana Slovenska","Communist Party of Slovakia",2002,2002,0,6.3260002,
96,"Slovakia",96420,"DS","DemocratickÃ¡ Strana","Democratic Party",1990,1990,0,4.4000001,
96,"Slovakia",96421,"DÃšS","DemokratickÃ¡ Ãšnia Slovenska","Democratic Union of Slovakia",1994,1994,0,8.5710001,
96,"Slovakia",96422,"SOP","Strana obÄianskeho porozumenia","Party of Civic Understanding",1998,1998,0,8.0179996,
96,"Slovakia",96423,"Smer","Smer-SociÃ¡lna Demokracia","Direction-Social Democracy",2002,2016,0,44.417,
96,"Slovakia",96424,"ANO","Aliancia novÃ©ho obÄana","Alliance of the New Citizen",2002,2002,0,8.0109997,
96,"Slovakia",96430,"VPN","VerejnosÅ¥ proti nÃ¡siliu","Public Against Violence",1990,1990,0,29.35,
96,"Slovakia",96431,"ADSR","Aliancia demokratov Slovenskej republiky","Alliance of Democrats of the Slovak Republic",1992,1992,0,,
96,"Slovakia",96440,"SaS","Sloboda a Solidarita","Freedom and Solidarity",2010,2016,0,12.149,
96,"Slovakia",96521,"KDH","KresÅ¥anskodemokratickÃ© hnutie","Christian Democratic Movement",1990,2016,0,19.209999,
96,"Slovakia",96522,"SDK","SlovenskÃ¡ demokratickÃ¡ koalicia","Slovak Democratic Coalition",1998,1998,1,26.330999,
96,"Slovakia",96523,"SDKÃš-DS","SlovenskÃ¡ demokratickÃ¡ a kresÅ¥anskÃ¡ Ãºnia - DemokratickÃ¡ strana","Slovak Democratic and Christian Union - Democartic Party",2002,2012,0,18.358,
96,"Slovakia",96610,"OKS","ObÄianska konzervatÃ­vna strana","Civic Conservative Party",2010,2010,0,2.322,
96,"Slovakia",96620,"OÄ¾aNO","ObyÄajnÃ­ Ä½udia a nezÃ¡vislÃ© osobnosti","Ordinary People and Independent Personalities",2012,2016,0,11.029,
96,"Slovakia",96630,"","SieÅ¥","Network",2016,2016,0,5.6069999,
96,"Slovakia",96710,"SNS","SlovenskÃ¡ nÃ¡rodnÃ¡ strana","Slovak National Party",1990,2016,0,13.94,
96,"Slovakia",96711,"HZDS","Hnutie za demokratickÃ© Slovensko","Movement for a Democratic Slovakia",1992,2010,0,37.259998,
96,"Slovakia",96712,"NDS","NÃ¡rodnodemokratickÃ¡ strana - NovÃ¡ alternatÃ­va","National Democratic Party - New Alternative",1994,1994,0,,
96,"Slovakia",96720,"Ä½SNS","Kotleba â€“ Ä½udovÃ¡ strana NaÅ¡e Slovensko","Kotleba â€“ People's Party Our Slovakia",2016,2016,0,8.0439997,
96,"Slovakia",96725,"","Sme Rodina","We Are Family",2016,2016,0,6.6290002,
96,"Slovakia",96951,"ESWS","EgyÃ¼ttÃ©lÃ©s/SpoluÅ¾itie/WspÃ³lnota/SouiÅ¾tÃ­","Coexistence",1992,1994,0,,
96,"Slovakia",96952,"MK","MaÄarskÃ¡ koalÃ­cia","Hungarian Coalition",1990,2006,1,11.685,
96,"Slovakia",96953,"MKdH/MKdM","MaÄarskÃ¡ kresÅ¥anskodemokratickÃ© hnutie/Magyar KeresztÃ©nydemokrata Mozgalom","Hungarian Christian Democratic Movement",1994,1994,0,,
96,"Slovakia",96954,"MOS/MPP","MaÄarskÃ¡ obÄianska strana/Magyar PolgÃ¡ri PÃ¡rt","Hungarian Civic Party",1994,1994,0,,
96,"Slovakia",96955,"","Most-HÃ­d","Bridge",2010,2016,0,6.9000001,
97,"Slovenia",97020,"ZL","ZdruÅ¾ena levica","United Left",2014,2014,1,5.9689999,
97,"Slovenia",97110,"ZS","Zeleni Slovenije","Greens of Slovenia",1990,1992,0,8.8389997,
97,"Slovenia",97220,"ZKS","Zveza Komunistov Slovenije","League of Communists of Slovenia",1990,1990,0,17.280001,
97,"Slovenia",97223,"ZL","ZdruÅ¾ena Lista","Unity, Asssociated List",1992,1992,1,13.577,
97,"Slovenia",97230,"","Levica","The Left",2018,2018,0,9.3260002,
97,"Slovenia",97320,"SDSS","Socialdemokratska Stranka Slovenije","Social-Democratic Party of Slovenia",1990,2000,0,16.131001,
97,"Slovenia",97321,"ZLSD","ZdruÅ¾ena Lista Socialninh Demokratov","Associated List of Social Democrats",1996,2000,0,12.08,
97,"Slovenia",97322,"SD","Socialni Demokrati","Social Democratic Party",2004,2018,0,30.450001,
97,"Slovenia",97330,"SDS","Slovenska Demokratska Stranka","Slovenian Democratic Party",2004,2018,0,29.257,
97,"Slovenia",97340,"PS","Lista Zorana JankoviÄ‡a - Pozitivna Slovenija","Zoran JankoviÄ‡'s List - Positive Slovenia",2011,2011,0,28.511999,
97,"Slovenia",97341,"LMÅ ","Lista Marjana Å arca","List of Marjan Å arec",2018,2018,0,12.597,
97,"Slovenia",97421,"LDS","Liberalna Democracija Slovenije","Liberal Democracy of Slovenia",1990,2011,0,36.259998,
97,"Slovenia",97430,"DSS","Demokratska Stranka Slovenje","Democratic Party of Slovenia",1990,1992,0,9.5129995,
97,"Slovenia",97440,"","Zares","For Real",2008,2011,0,9.3669996,
97,"Slovenia",97450,"LGV","DrÅ¾avljanska lista Gregorja Viranta","Gregor Virant's Civic List",2011,2011,0,8.3719997,
97,"Slovenia",97460,"SAB","Stranka Alenke BratuÅ¡ek","Party of Alenka BratuÅ¡ek",2014,2018,0,5.105,
97,"Slovenia",97461,"SMC","Stranka modernega centra","Modern Centre Party",2014,2018,0,34.492001,
97,"Slovenia",97520,"SKD","Slovenski Krscanski Demokrati","Slovenian Christian Democrats",1990,1996,0,14.509,
97,"Slovenia",97521,"SLS","Slovenska Ljudska Stranka","Slovenian People's Party",1990,2011,0,19.378,
97,"Slovenia",97522,"Nsi","Nova Slovenija KrÅ¡Äanski Ljudska Stranka","New Slovenian Christian Peopleâ€™s Party",2000,2018,0,9.0909996,
97,"Slovenia",97710,"SNS","Slovenska Nacionalna Stranka","Slovenian National Party",1992,2018,0,10.021,
97,"Slovenia",97810,"SKZ","Slovenska Kmecka Zveza","Slovenian Peasant League",1990,1990,0,,
97,"Slovenia",97951,"DeSUS","Demokraticna Stranka Upokojencev Slovenije","Democratic Party of Pensioners of Slovenia",1996,2018,0,10.176,
97,"Slovenia",97952,"SMS","Stranka Mladih Slovenije","Party of Slovenian Youth",2000,2000,0,4.3400002,
98,"Ukraine",98081,"LB","Blok Lytvyna","Lytvyn Bloc",2007,2007,1,4.1459999,
98,"Ukraine",98111,"PZU","Partiya Zelenykh Ukrainy","Green Party of Ukraine",1998,1998,0,5.6090002,
98,"Ukraine",98221,"KPU","Komunistychna Partiya Ukrainy","Communist Party of Ukraine",1994,2012,0,25.438999,
98,"Ukraine",98321,"SPU","Sotsialistychna Partiya Ukrainy","Socialist Party of Ukraine",1994,2007,0,7.1399999,
98,"Ukraine",98322,"PSPU","Prohresyvna Sotsialistychna Partiya Ukrainy","Progressive Socialist Party of Ukraine",1998,1998,0,4.1750002,
98,"Ukraine",98323,"SPU-SelPU","Blok Sotsialistychna Partiya Ukrainy ta Selyansâ€™ka Partiya Ukrainy","Bloc Socialist Party of Ukraine and Peasant Party of Ukraine",1998,1998,0,8.8280001,
98,"Ukraine",98324,"","Vseukrains`ke Ob'ednannya â€˜Hromada'","All-Ukrainian Association â€˜Community'",1998,1998,0,4.8239999,
98,"Ukraine",98325,"SDPU","Sotsial-Demokratychna Partiya Ukrainy","Social Democractic Party of Ukraine",1994,1994,0,.384,
98,"Ukraine",98340,"","Opozycijna platforma - Za Å¾ittja","Opposition Platform - For Life",2019,2019,0,13.057,
98,"Ukraine",98350,"","Opozycijnyj blok","Opposition Bloc",2019,2019,0,3.033,
98,"Ukraine",98421,"MBR","Mizhregional`nyj Blok Reform","Interregional Reform Bloc",1994,1994,0,,
98,"Ukraine",98422,"PDVU","Partiya Demokratychnoho Vidrodzhennya Ukrainy","Party of Democratic Rebirth of Ukraine",1994,1994,0,.88300002,
98,"Ukraine",98423,"PT","Partiya Truda","Labour Party",1994,1994,0,.42199999,
98,"Ukraine",98424,"HKU","Hrazhdanskyj Konhres Ukrainy","Civic Congress of Ukraine",1994,1994,0,.26699999,
98,"Ukraine",98426,"NDPU","Narodno-Demokratychna Partiya Ukrainy","Peopleâ€™s Democratic Party of Ukraine",1998,1998,0,5.171,
98,"Ukraine",98427,"SDPU(O)","Sotsial-Demokratychna Partiya Ukrainy (Obyednana)","Social Democratic Party of Ukraine (United)",1998,2002,0,6.52,
98,"Ukraine",98428,"","Vpered, Ukraina","Forward, Ukraine!",1998,1998,0,1.794,
98,"Ukraine",98429,"ZYU","Za Yedinu Ukrainu!","For a United Ukraine!",2002,2002,1,12.35,
98,"Ukraine",98440,"","Sluha Narodu","Servant of the People",2019,2019,0,43.165001,
98,"Ukraine",98450,"","Holos","Voice",2019,2019,0,5.8280001,
